 Give a short description about Amazon,0 
 Give a short verbal_description about Amazon,0 
 Give a little description about Amazon,0 
 Give a little verbal_description about Amazon,0 
 Give a inadequate description about Amazon,0 
 Give a inadequate verbal_description about Amazon,0 
 Give a light description about Amazon,0 
 Give a light verbal_description about Amazon,0 
 Give a scant description about Amazon,0 
 Give a scant verbal_description about Amazon,0 
 Give a shortsighted description about Amazon,0 
 Give a shortsighted verbal_description about Amazon,0 
 Give a unforesightful description about Amazon,0 
 Give a unforesightful verbal_description about Amazon,0 
 Give a curt description about Amazon,0 
 Give a curtly verbal_description about Amazon,0 
 Give a shortly description about Amazon,0 
 Give a shortly verbal_description about Amazon,0 
 give a short description about Amazon,0 
 give a light description about Amazon,0 
 give a light verbal_description about Amazon,0 
 give a scant description about Amazon,0 
 yield a short description about Amazon,0 
 present a short description about Amazon,0 
 present a short verbal_description about Amazon,0 
 devote a curtly verbal_description about Amazon,0 
 devote a shortly description about Amazon,0 
 render a short description about Amazon,0 
 render a short verbal_description about Amazon,0 
 render a suddenly verbal_description about Amazon,0 
 return a short description about Amazon,0 
 return a short verbal_description about Amazon,0 
 generate a short description about Amazon,0 
 generate a short verbal_description about Amazon,0 
 generate a short_circuit description about Amazon,0 
 generate a short_circuit verbal_description about Amazon,0 
 generate a shortstop description about Amazon,0 
 generate a shortstop verbal_description about Amazon,0 
 generate a short-change description about Amazon,0 
 generate a short-change verbal_description about Amazon,0 
 generate a short-circuit description about Amazon,0 
 generate a short-circuit verbal_description about Amazon,0 
 generate a little description about Amazon,0 
 generate a little verbal_description about Amazon,0 
 generate a inadequate description about Amazon,0 
 generate a inadequate verbal_description about Amazon,0 
 generate a poor description about Amazon,0 
 generate a poor verbal_description about Amazon,0 
 generate a unretentive description about Amazon,0 
 generate a unretentive verbal_description about Amazon,0 
 generate a forgetful description about Amazon,0 
 generate a forgetful verbal_description about Amazon,0 
 generate a light description about Amazon,0 
 generate a light verbal_description about Amazon,0 
 generate a scant description about Amazon,0 
 generate a scant verbal_description about Amazon,0 
 generate a shortsighted description about Amazon,0 
 generate a shortsighted verbal_description about Amazon,0 
 generate a unforesightful description about Amazon,0 
 generate a unforesightful verbal_description about Amazon,0 
 generate a myopic description about Amazon,0 
 generate a myopic verbal_description about Amazon,0 
 generate a brusque description about Amazon,0 
 generate a brusque verbal_description about Amazon,0 
 give_way a dead description about Amazon,0 
 give_way a dead verbal_description about Amazon,0 
 contribute a little description about Amazon,0 
 contribute a little verbal_description about Amazon,0 
 Briefly describe Amazon,0 
 Briefly depict Amazon,0 
 Briefly draw Amazon,0 
 Briefly report Amazon,0 
 Briefly account Amazon,0 
 Briefly trace Amazon,0 
 Briefly line Amazon,0 
 Briefly delineate Amazon,0 
 Briefly identify Amazon,0 
 Briefly discover Amazon,0 
 Briefly key Amazon,0 
 Briefly key_out Amazon,0 
 Briefly distinguish Amazon,0  
 briefly name Amazon,0 
 concisely describe Amazon,0 
 concisely depict Amazon,0 
 concisely draw Amazon,0 
 concisely name Amazon,0 
 shortly describe Amazon,0 
 shortly depict Amazon,0 
 shortly draw Amazon,0 
 shortly report Amazon,0 
 shortly account Amazon,0 
 shortly trace Amazon,0 
 in_brief describe Amazon,0 
 in_brief depict Amazon,0 
 in_brief draw Amazon,0 
 in_short distinguish Amazon,0 
 in_short name Amazon,0 
 Tell me something about Amazon,0  
 William_Tell me something about Amazon,0  
 state me something about Amazon,0  
 say me something about Amazon,0  
 tell me something about Amazon,0  
 narrate me something about Amazon,0  
 recount me something about Amazon,0  
 recite me something about Amazon,0  
 tell_apart me something about Amazon,0  
 Say something about Amazon,0 
 say something about Amazon,0 
 state something about Amazon,0 
 tell something about Amazon,0 
 sound_out something about Amazon,0 
 enunciate something about Amazon,0 
 I would like to know about Amazon,0 
 I would the_like to know about Amazon,0 
 one would like to know about Amazon,0 
 one would the_like to know about Amazon,0 
 one would the_likes_of to know about Amazon,0 
 one would ilk to know about Amazon,0 
 one would wish to know about Amazon,0 
 one would care to know about Amazon,0 
 one would similar to know about Amazon,0 
 one would same to know about Amazon,0 
 one would alike to know about Amazon,0 
 one would comparable to know about Amazon,0 
 one would corresponding to know about Amazon,0 
 i would like to know about Amazon,0 
 i would the_like to know about Amazon,0 
 i would the_likes_of to know about Amazon,0 
 yield an overview of Amazon,0 
 afford an overview of Amazon,0 
 Everything about Amazon,0 
 What is Revenue of Amazon,1 
 What is gross of Amazon,1 
 What is revenue of Amazon,1 
 What is receipts of Amazon,1 
 What is tax_income of Amazon,1 
 What is taxation of Amazon,1 
 What is tax_revenue of Amazon,1 
 Total amount of revenue generated by Amazon,1
 Total amount of revenue generate by Amazon,1
 Total sum of receipts sire by Amazon,1
 Total quantity of tax_revenue yield by Amazon,1
 Total quantity of tax_revenue return by Amazon,1
 Total quantity of tax_revenue give by Amazon,1
 Total quantity of tax_revenue beget by Amazon,1
 Total quantity of tax_revenue get by Amazon,1
 Total quantity of tax_revenue engender by Amazon,1
 Total quantity of tax_revenue mother by Amazon,1
 Total quantity of tax_revenue sire by Amazon,1
 sum quantity of tax_income generated by Amazon,1
 sum number of revenue generate by Amazon,1
 total amount of tax_revenue generate by Amazon,1
 total amount of tax_revenue bring_forth by Amazon,1
 total number of tax_revenue mother by Amazon,1
 total number of tax_revenue sire by Amazon,1
 add quantity of tax_revenue mother by Amazon,1
 add quantity of tax_revenue sire by Amazon,1
 add total of revenue generated by Amazon,1
 add total of revenue generate by Amazon,1
 add total of revenue bring_forth by Amazon,1
 add total of revenue render by Amazon,1
 How much total Cash did Amazon earn,1
 How much total Cash did Amazon gain,1
 How much total Cash did Amazon take_in,1
 How much total Cash did Amazon clear,1
 How much total Cash did Amazon make,1
 How much total Cash did Amazon realize,1
 How much total Cash did Amazon realise,1
 How much total Cash did Amazon pull_in,1
 How much total Cash did Amazon bring_in,1
 How much total Cash did Amazon garner,1
 How much total Johnny_Cash did Amazon earn,1
 How much total Johnny_Cash did Amazon gain,1
 How much total Johnny_Cash did Amazon take_in,1
 How much total Johnny_Cash did Amazon clear,1
 How much total Johnny_Cash did Amazon make,1
 How much total Johnny_Cash did Amazon realize,1
 How much total Johnny_Cash did Amazon realise,1
 How much total Johnny_Cash did Amazon pull_in,1
 How much total Johnny_Cash did Amazon bring_in,1
 How much total Johnny_Cash did Amazon garner,1
 How much total John_Cash did Amazon earn,1
 How much total John_Cash did Amazon gain,1
 How much total John_Cash did Amazon take_in,1
 How much total John_Cash did Amazon clear,1
 How much total John_Cash did Amazon make,1
 How much total John_Cash did Amazon realize,1
 How much total John_Cash did Amazon realise,1
 How much total John_Cash did Amazon pull_in,1
 How much total John_Cash did Amazon bring_in,1
 How much total John_Cash did Amazon garner,1
 How much total cash_in did Amazon earn,1
 How much total cash_in did Amazon gain,1
 How much total cash_in did Amazon take_in,1
 How much total cash_in did Amazon clear,1
 How much total cash_in did Amazon make,1
 How much total cash_in did Amazon realize,1
 How much total cash_in did Amazon realise,1
 How much total cash_in did Amazon pull_in,1
 How much total cash_in did Amazon bring_in,1
 How much total cash_in did Amazon garner,1
 How much sum cash did Amazon earn,1
 How much sum cash did Amazon gain,1
 How much sum cash did Amazon take_in,1
 How much sum cash did Amazon clear,1
 How much sum cash did Amazon make,1
 How much sum cash did Amazon realize,1
 How much sum cash did Amazon realise,1
 How much sum cash did Amazon pull_in,1
 How much sum cash did Amazon bring_in,1
 How much sum cash did Amazon garner,1
 How much sum hard_cash did Amazon earn,1
 How much sum hard_cash did Amazon gain,1
 How much sum hard_cash did Amazon take_in,1
 How much sum hard_cash did Amazon clear,1
 How much sum hard_cash did Amazon make,1
 How much sum hard_cash did Amazon realize,1
 How much sum hard_cash did Amazon realise,1
 How much sum hard_cash did Amazon pull_in,1
 How much sum hard_cash did Amazon bring_in,1
 How much sum hard_cash did Amazon garner,1
 How much sum hard_currency did Amazon earn,1
 How much sum hard_currency did Amazon gain,1
 How much sum hard_currency did Amazon take_in,1
 How much sum hard_currency did Amazon clear,1
 How much sum hard_currency did Amazon make,1
 How much sum hard_currency did Amazon realize,1
 How much sum hard_currency did Amazon realise,1
 How much sum hard_currency did Amazon pull_in,1
 How much sum hard_currency did Amazon bring_in,1
 How much sum hard_currency did Amazon garner,1
 How much sum immediate_payment did Amazon earn,1
 How much sum immediate_payment did Amazon gain,1
 How much sum immediate_payment did Amazon take_in,1
 How much sum immediate_payment did Amazon clear,1
 How much sum immediate_payment did Amazon make,1
 How much sum immediate_payment did Amazon realize,1
 How much sum immediate_payment did Amazon realise,1
 How much sum immediate_payment did Amazon pull_in,1
 How much sum immediate_payment did Amazon bring_in,1
 How much sum immediate_payment did Amazon garner,1
 How much sum Cash did Amazon earn,1
 How much sum Cash did Amazon gain,1
 How much sum Cash did Amazon take_in,1
 How much sum Cash did Amazon clear,1
 How much sum Cash did Amazon make,1
 How much sum Cash did Amazon realize,1
 How much sum Cash did Amazon realise,1
 How much sum Cash did Amazon pull_in,1
 How much sum Cash did Amazon bring_in,1
 How much sum Cash did Amazon garner,1
 How much sum Johnny_Cash did Amazon earn,1
 How much sum Johnny_Cash did Amazon gain,1
 How much sum Johnny_Cash did Amazon take_in,1
 How much sum Johnny_Cash did Amazon clear,1
 How much sum Johnny_Cash did Amazon make,1
 How much sum Johnny_Cash did Amazon realize,1
 How much sum Johnny_Cash did Amazon realise,1
 How much sum Johnny_Cash did Amazon pull_in,1
 How much sum Johnny_Cash did Amazon bring_in,1
 How much sum Johnny_Cash did Amazon garner,1
 How much sum John_Cash did Amazon earn,1
 How much sum John_Cash did Amazon gain,1
 How much sum John_Cash did Amazon take_in,1
 How much sum John_Cash did Amazon clear,1
 How much sum John_Cash did Amazon make,1
 How much sum John_Cash did Amazon realize,1
 How much sum John_Cash did Amazon realise,1
 How much sum John_Cash did Amazon pull_in,1
 How much sum John_Cash did Amazon bring_in,1
 How much sum John_Cash did Amazon garner,1
 How much sum cash_in did Amazon earn,1
 How much sum cash_in did Amazon gain,1
 How much sum cash_in did Amazon take_in,1
 How much sum cash_in did Amazon clear,1
 How much sum cash_in did Amazon make,1
 How much sum cash_in did Amazon realize,1
 How much sum cash_in did Amazon realise,1
 How much sum cash_in did Amazon pull_in,1
 How much sum cash_in did Amazon bring_in,1
 How much sum cash_in did Amazon garner,1
 How much totality cash did Amazon earn,1
 How much totality cash did Amazon gain,1
 How much totality cash did Amazon take_in,1
 How much totality cash did Amazon clear,1
 How much totality cash did Amazon make,1
 How much totality cash did Amazon realize,1
 How much totality cash did Amazon realise,1
 How much totality cash did Amazon pull_in,1
 How much totality cash did Amazon bring_in,1
 How much totality cash did Amazon garner,1
 How much totality hard_cash did Amazon earn,1
 How much totality hard_cash did Amazon gain,1
 How much totality hard_cash did Amazon take_in,1
 How much totality hard_cash did Amazon clear,1
 How much totality hard_cash did Amazon make,1
 How much totality hard_cash did Amazon realize,1
 How much totality hard_cash did Amazon realise,1
 How much totality hard_cash did Amazon pull_in,1
 How much totality hard_cash did Amazon bring_in,1
 How much totality hard_cash did Amazon garner,1
 How much totality hard_currency did Amazon earn,1
 How much totality hard_currency did Amazon gain,1
 How much totality hard_currency did Amazon take_in,1
 How much totality hard_currency did Amazon clear,1
 How much totality hard_currency did Amazon make,1
 How much totality hard_currency did Amazon realize,1
 How much totality hard_currency did Amazon realise,1
 How much totality hard_currency did Amazon pull_in,1
 How much totality hard_currency did Amazon bring_in,1
 How much totality hard_currency did Amazon garner,1
 How much totality immediate_payment did Amazon earn,1
 How much totality immediate_payment did Amazon gain,1
 How much totality immediate_payment did Amazon take_in,1
 How much totality immediate_payment did Amazon clear,1
 How much totality immediate_payment did Amazon make,1
 How much totality immediate_payment did Amazon realize,1
 How much totality immediate_payment did Amazon realise,1
